community_area_id,community_area_name,weekday,hour,trip_count,avg_fare_cents
1,Rogers Park,3,10,56,1577
1,Rogers Park,3,11,63,1588
1,Rogers Park,3,12,67,1599
1,Rogers Park,3,13,72,1610
1,Rogers Park,3,14,53,1621
1,Rogers Park,3,15,57,1452
1,Rogers Park,3,16,93,1463
1,Rogers Park,3,17,100,1474
1,Rogers Park,3,18,107,1485
1,Rogers Park,3,19,97,1496
1,Rogers Park,3,20,71,1507
1,Rogers Park,3,21,64,1518
1,Rogers Park,3,22,69,1779
1,Rogers Park,3,23,38,1790
1,Rogers Park,4,0,34,1717
1,Rogers Park,4,1,37,1728
1,Rogers Park,4,2,17,1739
1,Rogers Park,4,3,18,1750
1,Rogers Park,4,4,19,1761
1,Rogers Park,4,5,18,1772
1,Rogers Park,4,6,57,1533
1,Rogers Park,4,7,76,1544
1,Rogers Park,4,8,82,1555
1,Rogers Park,4,9,87,1566
1,Rogers Park,4,10,54,1577
1,Rogers Park,4,11,71,1588
1,Rogers Park,4,12,65,1599
1,Rogers Park,4,13,69,1610
1,Rogers Park,4,14,51,1621
1,Rogers Park,4,15,55,1452
1,Rogers Park,4,16,106,1463
1,Rogers Park,4,17,96,1474
1,Rogers Park,4,18,103,1485
1,Rogers Park,4,19,93,1496
1,Rogers Park,4,20,68,1507
1,Rogers Park,4,21,73,1518
1,Rogers Park,4,22,66,1779
1,Rogers Park,4,23,37,1790
1,Rogers Park,5,0,33,1817
1,Rogers Park,5,1,35,1828
1,Rogers Park,5,2,19,1839
1,Rogers Park,5,3,17,1850
1,Rogers Park,5,4,19,1861
1,Rogers Park,5,5,17,1872
1,Rogers Park,5,6,55,1633
1,Rogers Park,5,7,87,1644
1,Rogers Park,5,8,79,1655
1,Rogers Park,5,9,84,1666
1,Rogers Park,5,10,52,1677
1,Rogers Park,5,11,69,1688
1,Rogers Park,5,12,73,1699
1,Rogers Park,5,13,67,1710
1,Rogers Park,5,14,58,1721
1,Rogers Park,5,15,52,1552
1,Rogers Park,5,16,102,1563
1,Rogers Park,5,17,92,1574
1,Rogers Park,5,18,99,1585
1,Rogers Park,5,19,106,1596
1,Rogers Park,5,20,65,1607
1,Rogers Park,5,21,70,1618
1,Rogers Park,5,22,63,1879
1,Rogers Park,5,23,36,1890
1,Rogers Park,6,0,36,1817
1,Rogers Park,6,1,32,1828
1,Rogers Park,6,2,18,1839
1,Rogers Park,6,3,16,1850
1,Rogers Park,6,4,17,1861
1,Rogers Park,6,5,18,1872
1,Rogers Park,6,6,50,1633
1,Rogers Park,6,7,79,1644
1,Rogers Park,6,8,72,1655
1,Rogers Park,6,9,77,1666
1,Rogers Park,6,10,56,1677
1,Rogers Park,6,11,63,1688
1,Rogers Park,6,12,67,1699
1,Rogers Park,6,13,61,1710
1,Rogers Park,6,14,53,1721
1,Rogers Park,6,15,57,1552
1,Rogers Park,6,16,94,1563
1,Rogers Park,6,17,100,1574
1,Rogers Park,6,18,91,1585
1,Rogers Park,6,19,97,1596
1,Rogers Park,6,20,59,1607
1,Rogers Park,6,21,64,1618
1,Rogers Park,6,22,69,1879
1,Rogers Park,6,23,33,1890
2,West Ridge,0,0,26,1734
2,West Ridge,0,1,28,1745
2,West Ridge,0,2,13,1756
2,West Ridge,0,3,14,1767
2,West Ridge,0,4,12,1778
2,West Ridge,0,5,13,1789
2,West Ridge,0,6,43,1550
2,West Ridge,0,7,57,1561
2,West Ridge,0,8,62,1572
2,West Ridge,0,9,56,1583
2,West Ridge,0,10,41,1594
2,West Ridge,0,11,54,1605
2,West Ridge,0,12,49,1616
2,West Ridge,0,13,52,1627
2,West Ridge,0,14,38,1458
2,West Ridge,0,15,41,1469
2,West Ridge,0,16,80,1480
2,West Ridge,0,17,73,1491
2,West Ridge,0,18,78,1502
2,West Ridge,0,19,71,1513
2,West Ridge,0,20,51,1524
2,West Ridge,0,21,46,1535
2,West Ridge,0,22,50,1796
2,West Ridge,0,23,28,1807
2,West Ridge,1,0,26,1734
2,West Ridge,1,1,28,1745
2,West Ridge,1,2,15,1756
2,West Ridge,1,3,14,1767
2,West Ridge,1,4,15,1778
2,West Ridge,1,5,13,1789
2,West Ridge,1,6,44,1550
2,West Ridge,1,7,58,1561
2,West Ridge,1,8,62,1572
2,West Ridge,1,9,67,1583
2,West Ridge,1,10,41,1594
2,West Ridge,1,11,55,1605
2,West Ridge,1,12,49,1616
2,West Ridge,1,13,53,1627
2,West Ridge,1,14,46,1458
2,West Ridge,1,15,42,1469
2,West Ridge,1,16,81,1480
2,West Ridge,1,17,73,1491
2,West Ridge,1,18,79,1502
2,West Ridge,1,19,84,1513
2,West Ridge,1,20,52,1524
2,West Ridge,1,21,56,1535
2,West Ridge,1,22,50,1796
2,West Ridge,1,23,28,1807
2,West Ridge,2,0,30,1734
2,West Ridge,2,1,27,1745
2,West Ridge,2,2,15,1756
2,West Ridge,2,3,13,1767
2,West Ridge,2,4,14,1778
2,West Ridge,2,5,15,1789
2,West Ridge,2,6,42,1550
2,West Ridge,2,7,66,1561
2,West Ridge,2,8,60,1572
2,West Ridge,2,9,64,1583
2,West Ridge,2,10,39,1594
2,West Ridge,2,11,52,1605
2,West Ridge,2,12,56,1616
2,West Ridge,2,13,51,1627
2,West Ridge,2,14,44,1458
2,West Ridge,2,15,40,1469
2,West Ridge,2,16,78,1480
2,West Ridge,2,17,84,1491
2,West Ridge,2,18,76,1502
2,West Ridge,2,19,81,1513
2,West Ridge,2,20,50,1524
2,West Ridge,2,21,53,1535
2,West Ridge,2,22,57,1796
2,West Ridge,2,23,27,1807
2,West Ridge,3,0,29,1734
2,West Ridge,3,1,26,1745
2,West Ridge,3,2,14,1756
2,West Ridge,3,3,15,1767
2,West Ridge,3,4,14,1778
2,West Ridge,3,5,15,1789
2,West Ridge,3,6,40,1550
2,West Ridge,3,7,64,1561
2,West Ridge,3,8,68,1572
2,West Ridge,3,9,62,1583
2,West Ridge,3,10,45,1594
2,West Ridge,3,11,50,1605
2,West Ridge,3,12,54,1616
2,West Ridge,3,13,49,1627
2,West Ridge,3,14,42,1458
2,West Ridge,3,15,45,1469
2,West Ridge,3,16,75,1480
2,West Ridge,3,17,80,1491
2,West Ridge,3,18,73,1502
2,West Ridge,3,19,78,1513
2,West Ridge,3,20,57,1524
2,West Ridge,3,21,51,1535
2,West Ridge,3,22,55,1796
2,West Ridge,3,23,26,1807
2,West Ridge,4,0,27,1734
2,West Ridge,4,1,29,1745
2,West Ridge,4,2,14,1756
2,West Ridge,4,3,15,1767
2,West Ridge,4,4,13,1778
2,West Ridge,4,5,14,1789
2,West Ridge,4,6,46,1550
2,West Ridge,4,7,61,1561
2,West Ridge,4,8,66,1572
2,West Ridge,4,9,59,1583
2,West Ridge,4,10,43,1594
2,West Ridge,4,11,57,1605
2,West Ridge,4,12,52,1616
2,West Ridge,4,13,56,1627
2,West Ridge,4,14,41,1458
2,West Ridge,4,15,44,1469
2,West Ridge,4,16,72,1480
2,West Ridge,4,17,77,1491
2,West Ridge,4,18,83,1502
2,West Ridge,4,19,75,1513
2,West Ridge,4,20,55,1524
2,West Ridge,4,21,49,1535
2,West Ridge,4,22,53,1796
2,West Ridge,4,23,30,1807
2,West Ridge,5,0,26,1834
2,West Ridge,5,1,28,1845
2,West Ridge,5,2,13,1856
2,West Ridge,5,3,14,1867
2,West Ridge,5,4,15,1878
2,West Ridge,5,5,14,1889
2,West Ridge,5,6,44,1650
2,West Ridge,5,7,59,1661
2,West Ridge,5,8,63,1672
2,West Ridge,5,9,67,1683
2,West Ridge,5,10,42,1694
2,West Ridge,5,11,55,1705
2,West Ridge,5,12,50,1716
2,West Ridge,5,13,53,1727
2,West Ridge,5,14,46,1558
2,West Ridge,5,15,42,1569
2,West Ridge,5,16,82,1580
2,West Ridge,5,17,74,1591
2,West Ridge,5,18,80,1602
2,West Ridge,5,19,72,1613
2,West Ridge,5,20,52,1624
2,West Ridge,5,21,56,1635
2,West Ridge,5,22,51,1896
2,West Ridge,5,23,29,1907
2,West Ridge,6,0,28,1834
2,West Ridge,6,1,26,1845
2,West Ridge,6,2,14,1856
2,West Ridge,6,3,13,1867
2,West Ridge,6,4,14,1878
2,West Ridge,6,5,12,1889
2,West Ridge,6,6,40,1650
2,West Ridge,6,7,63,1661
2,West Ridge,6,8,57,1672
2,West Ridge,6,9,62,1683
2,West Ridge,6,10,38,1694
2,West Ridge,6,11,50,1705
2,West Ridge,6,12,54,1716
2,West Ridge,6,13,49,1727
2,West Ridge,6,14,42,1558
2,West Ridge,6,15,38,1569
2,West Ridge,6,16,75,1580
2,West Ridge,6,17,80,1591
2,West Ridge,6,18,73,1602
2,West Ridge,6,19,78,1613
2,West Ridge,6,20,48,1624
2,West Ridge,6,21,51,1635
2,West Ridge,6,22,46,1896
2,West Ridge,6,23,26,1907
3,Uptown,0,0,63,1751
3,Uptown,0,1,68,1762
3,Uptown,0,2,31,1773
3,Uptown,0,3,25,1784
3,Uptown,0,4,23,1795
3,Uptown,0,5,25,1806
3,Uptown,0,6,68,1567
3,Uptown,0,7,107,1578
3,Uptown,0,8,115,1589
3,Uptown,0,9,104,1600
3,Uptown,0,10,76,1611
3,Uptown,0,11,85,1622
3,Uptown,0,12,91,1453
3,Uptown,0,13,97,1464
3,Uptown,0,14,71,1475
3,Uptown,0,15,77,1486
3,Uptown,0,16,126,1497
3,Uptown,0,17,136,1508
3,Uptown,0,18,145,1519
3,Uptown,0,19,132,1530
3,Uptown,0,20,174,1541
3,Uptown,0,21,157,1552
3,Uptown,0,22,169,1813
3,Uptown,0,23,58,1824
3,Uptown,1,0,49,1751
3,Uptown,1,1,52,1762
3,Uptown,1,2,24,1773
3,Uptown,1,3,26,1784
3,Uptown,1,4,28,1795
3,Uptown,1,5,25,1806
3,Uptown,1,6,81,1567
3,Uptown,1,7,108,1578
3,Uptown,1,8,116,1589
3,Uptown,1,9,105,1600
3,Uptown,1,10,77,1611
3,Uptown,1,11,102,1622
3,Uptown,1,12,92,1453
3,Uptown,1,13,99,1464
3,Uptown,1,14,72,1475
3,Uptown,1,15,78,1486
3,Uptown,1,16,151,1497
3,Uptown,1,17,137,1508
3,Uptown,1,18,147,1519
3,Uptown,1,19,133,1530
3,Uptown,1,20,134,1541
3,Uptown,1,21,143,1552
3,Uptown,1,22,130,1813
3,Uptown,1,23,53,1824
3,Uptown,2,0,47,1751
3,Uptown,2,1,50,1762
3,Uptown,2,2,27,1773
3,Uptown,2,3,25,1784
3,Uptown,2,4,27,1795
3,Uptown,2,5,24,1806
3,Uptown,2,6,78,1567
3,Uptown,2,7,123,1578
3,Uptown,2,8,112,1589
3,Uptown,2,9,120,1600
3,Uptown,2,10,74,1611
3,Uptown,2,11,98,1622
3,Uptown,2,12,88,1453
3,Uptown,2,13,95,1464
3,Uptown,2,14,82,1475
3,Uptown,2,15,74,1486
3,Uptown,2,16,146,1497
3,Uptown,2,17,131,1508
3,Uptown,2,18,141,1519
3,Uptown,2,19,151,1530
3,Uptown,2,20,128,1541
3,Uptown,2,21,138,1552
3,Uptown,2,22,124,1813
3,Uptown,2,23,51,1824
3,Uptown,3,0,53,1751
3,Uptown,3,1,48,1762
3,Uptown,3,2,26,1773
3,Uptown,3,3,24,1784
3,Uptown,3,4,26,1795
3,Uptown,3,5,27,1806
3,Uptown,3,6,75,1567
3,Uptown,3,7,119,1578
3,Uptown,3,8,107,1589
3,Uptown,3,9,115,1600
3,Uptown,3,10,84,1611
3,Uptown,3,11,94,1622
3,Uptown,3,12,101,1453
3,Uptown,3,13,91,1464
3,Uptown,3,14,79,1475
3,Uptown,3,15,71,1486
3,Uptown,3,16,140,1497
3,Uptown,3,17,150,1508
3,Uptown,3,18,136,1519
3,Uptown,3,19,146,1530
3,Uptown,3,20,123,1541
3,Uptown,3,21,132,1552
3,Uptown,3,22,141,1813
3,Uptown,3,23,49,1824
3,Uptown,4,0,51,1751
3,Uptown,4,1,46,1762
3,Uptown,4,2,25,1773
3,Uptown,4,3,27,1784
3,Uptown,4,4,25,1795
3,Uptown,4,5,26,1806
3,Uptown,4,6,72,1567
3,Uptown,4,7,114,1578
3,Uptown,4,8,122,1589
3,Uptown,4,9,111,1600
3,Uptown,4,10,81,1611
3,Uptown,4,11,90,1622
3,Uptown,4,12,97,1453
3,Uptown,4,13,103,1464
3,Uptown,4,14,76,1475
3,Uptown,4,15,81,1486
3,Uptown,4,16,134,1497
3,Uptown,4,17,144,1508
3,Uptown,4,18,130,1519
3,Uptown,4,19,140,1530
3,Uptown,4,20,140,1541
3,Uptown,4,21,127,1552
3,Uptown,4,22,136,1813
3,Uptown,4,23,47,1824
3,Uptown,5,0,139,1851
3,Uptown,5,1,148,1862
3,Uptown,5,2,24,1873
3,Uptown,5,3,26,1884
3,Uptown,5,4,23,1895
3,Uptown,5,5,25,1906
3,Uptown,5,6,82,1667
3,Uptown,5,7,109,1678
3,Uptown,5,8,117,1689
3,Uptown,5,9,106,1700
3,Uptown,5,10,78,1711
3,Uptown,5,11,102,1722
3,Uptown,5,12,93,1553
3,Uptown,5,13,100,1564
3,Uptown,5,14,73,1575
3,Uptown,5,15,78,1586
3,Uptown,5,16,153,1597
3,Uptown,5,17,139,1608
3,Uptown,5,18,148,1619
3,Uptown,5,19,134,1630
3,Uptown,5,20,135,1641
3,Uptown,5,21,122,1652
3,Uptown,5,22,131,1913
3,Uptown,5,23,150,1924
3,Uptown,6,0,166,1851
3,Uptown,6,1,178,1862
3,Uptown,6,2,34,1873
3,Uptown,6,3,24,1884
3,Uptown,6,4,25,1895
3,Uptown,6,5,23,1906
3,Uptown,6,6,75,1667
3,Uptown,6,7,100,1678
3,Uptown,6,8,107,1689
3,Uptown,6,9,115,1700
3,Uptown,6,10,71,1711
3,Uptown,6,11,94,1722
3,Uptown,6,12,85,1553
3,Uptown,6,13,91,1564
3,Uptown,6,14,79,1575
3,Uptown,6,15,71,1586
3,Uptown,6,16,140,1597
3,Uptown,6,17,126,1608
3,Uptown,6,18,136,1619
3,Uptown,6,19,145,1630
3,Uptown,6,20,162,1641
3,Uptown,6,21,174,1652
3,Uptown,6,22,157,1913
3,Uptown,6,23,180,1924
4,Lincoln Square,0,0,33,1768
4,Lincoln Square,0,1,29,1779
4,Lincoln Square,0,2,16,1790
4,Lincoln Square,0,3,17,1801
4,Lincoln Square,0,4,16,1812
4,Lincoln Square,0,5,17,1823
4,Lincoln Square,0,6,46,1584
4,Lincoln Square,0,7,73,1595
4,Lincoln Square,0,8,66,1606
4,Lincoln Square,0,9,71,1617
4,Lincoln Square,0,10,51,1628
4,Lincoln Square,0,11,57,1459
4,Lincoln Square,0,12,62,1470
4,Lincoln Square,0,13,56,1481
4,Lincoln Square,0,14,48,1492
4,Lincoln Square,0,15,52,1503
4,Lincoln Square,0,16,86,1514
4,Lincoln Square,0,17,92,1525
4,Lincoln Square,0,18,83,1536
4,Lincoln Square,0,19,89,1547
4,Lincoln Square,0,20,65,1558
4,Lincoln Square,0,21,59,1569
4,Lincoln Square,0,22,63,1830
4,Lincoln Square,0,23,30,1841
4,Lincoln Square,1,0,33,1768
4,Lincoln Square,1,1,35,1779
4,Lincoln Square,1,2,16,1790
4,Lincoln Square,1,3,17,1801
4,Lincoln Square,1,4,16,1812
4,Lincoln Square,1,5,17,1823
4,Lincoln Square,1,6,55,1584
4,Lincoln Square,1,7,74,1595
4,Lincoln Square,1,8,79,1606
4,Lincoln Square,1,9,71,1617
4,Lincoln Square,1,10,52,1628
4,Lincoln Square,1,11,58,1459
4,Lincoln Square,1,12,62,1470
4,Lincoln Square,1,13,67,1481
4,Lincoln Square,1,14,49,1492
4,Lincoln Square,1,15,53,1503
4,Lincoln Square,1,16,86,1514
4,Lincoln Square,1,17,93,1525
4,Lincoln Square,1,18,100,1536
4,Lincoln Square,1,19,90,1547
4,Lincoln Square,1,20,66,1558
4,Lincoln Square,1,21,59,1569
4,Lincoln Square,1,22,64,1830
4,Lincoln Square,1,23,36,1841
4,Lincoln Square,2,0,32,1768
4,Lincoln Square,2,1,34,1779
4,Lincoln Square,2,2,16,1790
4,Lincoln Square,2,3,17,1801
4,Lincoln Square,2,4,18,1812
4,Lincoln Square,2,5,16,1823
4,Lincoln Square,2,6,53,1584
4,Lincoln Square,2,7,71,1595
4,Lincoln Square,2,8,76,1606
4,Lincoln Square,2,9,81,1617
4,Lincoln Square,2,10,50,1628
4,Lincoln Square,2,11,66,1459
4,Lincoln Square,2,12,60,1470
4,Lincoln Square,2,13,64,1481
4,Lincoln Square,2,14,47,1492
4,Lincoln Square,2,15,50,1503
4,Lincoln Square,2,16,99,1514
4,Lincoln Square,2,17,89,1525
4,Lincoln Square,2,18,96,1536
4,Lincoln Square,2,19,86,1547
4,Lincoln Square,2,20,63,1558
4,Lincoln Square,2,21,67,1569
4,Lincoln Square,2,22,61,1830
4,Lincoln Square,2,23,34,1841
4,Lincoln Square,3,0,30,1768
4,Lincoln Square,3,1,33,1779
4,Lincoln Square,3,2,18,1790
4,Lincoln Square,3,3,16,1801
4,Lincoln Square,3,4,17,1812
4,Lincoln Square,3,5,16,1823
4,Lincoln Square,3,6,51,1584
4,Lincoln Square,3,7,80,1595
4,Lincoln Square,3,8,73,1606
4,Lincoln Square,3,9,78,1617
4,Lincoln Square,3,10,48,1628
4,Lincoln Square,3,11,64,1459
4,Lincoln Square,3,12,68,1470
4,Lincoln Square,3,13,62,1481
4,Lincoln Square,3,14,54,1492
4,Lincoln Square,3,15,48,1503
4,Lincoln Square,3,16,95,1514
4,Lincoln Square,3,17,86,1525
4,Lincoln Square,3,18,92,1536
4,Lincoln Square,3,19,99,1547
4,Lincoln Square,3,20,60,1558
4,Lincoln Square,3,21,65,1569
4,Lincoln Square,3,22,59,1830
4,Lincoln Square,3,23,33,1841
4,Lincoln Square,4,0,35,1768
4,Lincoln Square,4,1,31,1779
4,Lincoln Square,4,2,17,1790
4,Lincoln Square,4,3,15,1801
4,Lincoln Square,4,4,17,1812
4,Lincoln Square,4,5,18,1823
4,Lincoln Square,4,6,49,1584
4,Lincoln Square,4,7,77,1595
4,Lincoln Square,4,8,70,1606
4,Lincoln Square,4,9,75,1617
4,Lincoln Square,4,10,55,1628
4,Lincoln Square,4,11,61,1459
4,Lincoln Square,4,12,66,1470
4,Lincoln Square,4,13,59,1481
4,Lincoln Square,4,14,52,1492
4,Lincoln Square,4,15,55,1503
4,Lincoln Square,4,16,91,1514
4,Lincoln Square,4,17,98,1525
4,Lincoln Square,4,18,88,1536
4,Lincoln Square,4,19,95,1547
4,Lincoln Square,4,20,58,1558
4,Lincoln Square,4,21,62,1569
4,Lincoln Square,4,22,67,1830
4,Lincoln Square,4,23,32,1841
4,Lincoln Square,5,0,33,1868
4,Lincoln Square,5,1,36,1879
4,Lincoln Square,5,2,16,1890
4,Lincoln Square,5,3,18,1901
4,Lincoln Square,5,4,16,1912
4,Lincoln Square,5,5,17,1923
4,Lincoln Square,5,6,47,1684
4,Lincoln Square,5,7,74,1695
4,Lincoln Square,5,8,80,1706
4,Lincoln Square,5,9,72,1717
4,Lincoln Square,5,10,53,1728
4,Lincoln Square,5,11,59,1559
4,Lincoln Square,5,12,63,1570
4,Lincoln Square,5,13,67,1581
4,Lincoln Square,5,14,49,1592
4,Lincoln Square,5,15,53,1603
4,Lincoln Square,5,16,87,1614
4,Lincoln Square,5,17,94,1625
4,Lincoln Square,5,18,100,1636
4,Lincoln Square,5,19,91,1647
4,Lincoln Square,5,20,66,1658
4,Lincoln Square,5,21,60,1669
4,Lincoln Square,5,22,64,1930
4,Lincoln Square,5,23,30,1941
4,Lincoln Square,6,0,30,1868
4,Lincoln Square,6,1,33,1879
4,Lincoln Square,6,2,15,1890
4,Lincoln Square,6,3,16,1901
4,Lincoln Square,6,4,17,1912
4,Lincoln Square,6,5,16,1923
4,Lincoln Square,6,6,51,1684
4,Lincoln Square,6,7,68,1695
4,Lincoln Square,6,8,73,1706
4,Lincoln Square,6,9,66,1717
4,Lincoln Square,6,10,48,1728
4,Lincoln Square,6,11,63,1559
4,Lincoln Square,6,12,57,1570
4,Lincoln Square,6,13,62,1581
4,Lincoln Square,6,14,45,1592
4,Lincoln Square,6,15,48,1603
4,Lincoln Square,6,16,95,1614
4,Lincoln Square,6,17,86,1625
4,Lincoln Square,6,18,92,1636
4,Lincoln Square,6,19,83,1647
4,Lincoln Square,6,20,60,1658
4,Lincoln Square,6,21,65,1669
4,Lincoln Square,6,22,59,1930
4,Lincoln Square,6,23,33,1941
5,North Center,0,0,38,1785
5,North Center,0,1,34,1796
5,North Center,0,2,19,1807
5,North Center,0,3,17,1818
5,North Center,0,4,18,1829
5,North Center,0,5,19,1840
5,North Center,0,6,53,1601
5,North Center,0,7,84,1612
5,North Center,0,8,76,1623
5,North Center,0,9,81,1454
5,North Center,0,10,50,1465
5,North Center,0,11,66,1476
5,North Center,0,12,71,1487
5,North Center,0,13,64,1498
5,North Center,0,14,56,1509
5,North Center,0,15,50,1520
5,North Center,0,16,99,1531
5,North Center,0,17,106,1542
5,North Center,0,18,96,1553
5,North Center,0,19,103,1564
5,North Center,0,20,63,1575
5,North Center,0,21,68,1586
5,North Center,0,22,72,1847
5,North Center,0,23,34,1858
5,North Center,1,0,38,1785
5,North Center,1,1,34,1796
5,North Center,1,2,19,1807
5,North Center,1,3,20,1818
5,North Center,1,4,18,1829
5,North Center,1,5,20,1840
5,North Center,1,6,54,1601
5,North Center,1,7,85,1612
5,North Center,1,8,91,1623
5,North Center,1,9,82,1454
5,North Center,1,10,60,1465
5,North Center,1,11,67,1476
5,North Center,1,12,72,1487
5,North Center,1,13,65,1498
5,North Center,1,14,57,1509
5,North Center,1,15,61,1520
5,North Center,1,16,100,1531
5,North Center,1,17,107,1542
5,North Center,1,18,97,1553
5,North Center,1,19,104,1564
5,North Center,1,20,75,1575
5,North Center,1,21,68,1586
5,North Center,1,22,73,1847
5,North Center,1,23,35,1858
5,North Center,2,0,37,1785
5,North Center,2,1,39,1796
5,North Center,2,2,18,1807
5,North Center,2,3,19,1818
5,North Center,2,4,17,1829
5,North Center,2,5,19,1840
5,North Center,2,6,61,1601
5,North Center,2,7,81,1612
5,North Center,2,8,87,1623
5,North Center,2,9,79,1454
5,North Center,2,10,58,1465
5,North Center,2,11,76,1476
5,North Center,2,12,69,1487
5,North Center,2,13,74,1498
5,North Center,2,14,54,1509
5,North Center,2,15,58,1520
5,North Center,2,16,96,1531
5,North Center,2,17,103,1542
5,North Center,2,18,110,1553
5,North Center,2,19,100,1564
5,North Center,2,20,73,1575
5,North Center,2,21,66,1586
5,North Center,2,22,71,1847
5,North Center,2,23,40,1858
5,North Center,3,0,35,1785
5,North Center,3,1,38,1796
5,North Center,3,2,17,1807
5,North Center,3,3,19,1818
5,North Center,3,4,20,1829
5,North Center,3,5,18,1840
5,North Center,3,6,59,1601
5,North Center,3,7,78,1612
5,North Center,3,8,84,1623
5,North Center,3,9,90,1454
5,North Center,3,10,55,1465
5,North Center,3,11,73,1476
5,North Center,3,12,66,1487
5,North Center,3,13,71,1498
5,North Center,3,14,62,1509
5,North Center,3,15,56,1520
5,North Center,3,16,109,1531
5,North Center,3,17,99,1542
5,North Center,3,18,106,1553
5,North Center,3,19,96,1564
5,North Center,3,20,70,1575
5,North Center,3,21,75,1586
5,North Center,3,22,68,1847
5,North Center,3,23,38,1858
5,North Center,4,0,40,1785
5,North Center,4,1,36,1796
5,North Center,4,2,20,1807
5,North Center,4,3,18,1818
5,North Center,4,4,19,1829
5,North Center,4,5,17,1840
5,North Center,4,6,57,1601
5,North Center,4,7,89,1612
5,North Center,4,8,81,1623
5,North Center,4,9,87,1454
5,North Center,4,10,53,1465
5,North Center,4,11,71,1476
5,North Center,4,12,75,1487
5,North Center,4,13,68,1498
5,North Center,4,14,59,1509
5,North Center,4,15,54,1520
5,North Center,4,16,105,1531
5,North Center,4,17,112,1542
5,North Center,4,18,102,1553
5,North Center,4,19,109,1564
5,North Center,4,20,67,1575
5,North Center,4,21,72,1586
5,North Center,4,22,65,1847
5,North Center,4,23,37,1858
5,North Center,5,0,38,1885
5,North Center,5,1,35,1896
5,North Center,5,2,19,1907
5,North Center,5,3,20,1918
5,North Center,5,4,18,1929
5,North Center,5,5,20,1940
5,North Center,5,6,54,1701
5,North Center,5,7,86,1712
5,North Center,5,8,77,1723
5,North Center,5,9,83,1554
5,North Center,5,10,61,1565
5,North Center,5,11,68,1576
5,North Center,5,12,73,1587
5,North Center,5,13,66,1598
5,North Center,5,14,57,1609
5,North Center,5,15,61,1620
5,North Center,5,16,101,1631
5,North Center,5,17,108,1642
5,North Center,5,18,98,1653
5,North Center,5,19,105,1664
5,North Center,5,20,76,1675
5,North Center,5,21,69,1686
5,North Center,5,22,74,1947
5,North Center,5,23,35,1958
